Gene_Name,Gene_ID,Strand,Start,End,Sequence_Type
SUCLA2,ENSG00000136143,+,12297,12307,Genomic
SUCLA2,ENSG00000136143,+,50264,50274,Genomic
SUCLA2,ENSG00000136143,+,53952,53962,Genomic
SUCLA2,ENSG00000136143,+,92753,92763,Genomic
SUCLA2,ENSG00000136143,+,108397,108407,Genomic
SUCLA2,ENSG00000136143,+,130291,130301,Genomic
SUCLA2,ENSG00000136143,+,134389,134399,Genomic
SUCLA2,ENSG00000136143,+,136746,136756,Genomic
SUCLA2,ENSG00000136143,+,158937,158947,Genomic
SUCLA2,ENSG00000136143,+,184116,184126,Genomic
SUCLA2,ENSG00000136143,+,189462,189472,Genomic
SUCLA2,ENSG00000136143,+,194769,194779,Genomic
SUCLA2,ENSG00000136143,+,195429,195439,Genomic
SUCLA2,ENSG00000136143,+,197042,197052,Genomic
SUCLA2,ENSG00000136143,+,202244,202254,Genomic
SUCLA2,ENSG00000136143,+,205569,205579,Genomic
SUCLA2,ENSG00000136143,+,222582,222592,Genomic
SUCLA2,ENSG00000136143,+,232600,232610,Genomic
SUCLA2,ENSG00000136143,+,271716,271726,Genomic
SUCLA2,ENSG00000136143,+,289013,289023,Genomic
SUCLA2,ENSG00000136143,-,42114,42124,Genomic
SUCLA2,ENSG00000136143,-,42431,42441,Genomic
SUCLA2,ENSG00000136143,-,58463,58473,Genomic
SUCLA2,ENSG00000136143,-,58642,58652,Genomic
SUCLA2,ENSG00000136143,-,59074,59084,Genomic
SUCLA2,ENSG00000136143,-,60637,60647,Genomic
SUCLA2,ENSG00000136143,-,74323,74333,Genomic
SUCLA2,ENSG00000136143,-,83665,83675,Genomic
SUCLA2,ENSG00000136143,-,107631,107641,Genomic
SUCLA2,ENSG00000136143,-,111396,111406,Genomic
SUCLA2,ENSG00000136143,-,117258,117268,Genomic
SUCLA2,ENSG00000136143,-,124053,124063,Genomic
SUCLA2,ENSG00000136143,-,124262,124272,Genomic
SUCLA2,ENSG00000136143,-,137077,137087,Genomic
SUCLA2,ENSG00000136143,-,150711,150721,Genomic
SUCLA2,ENSG00000136143,-,156662,156672,Genomic
SUCLA2,ENSG00000136143,-,159832,159842,Genomic
SUCLA2,ENSG00000136143,-,160439,160449,Genomic
SUCLA2,ENSG00000136143,-,162674,162684,Genomic
SUCLA2,ENSG00000136143,-,174602,174612,Genomic
SUCLA2,ENSG00000136143,-,174701,174711,Genomic
SUCLA2,ENSG00000136143,-,177238,177248,Genomic
SUCLA2,ENSG00000136143,-,177382,177392,Genomic
SUCLA2,ENSG00000136143,-,183764,183774,Genomic
SUCLA2,ENSG00000136143,-,193089,193099,Genomic
SUCLA2,ENSG00000136143,-,196603,196613,Genomic
SUCLA2,ENSG00000136143,-,211702,211712,Genomic
SUCLA2,ENSG00000136143,-,213927,213937,Genomic
SUCLA2,ENSG00000136143,-,243752,243762,Genomic
SUCLA2,ENSG00000136143,-,249708,249718,Genomic
SUCLA2,ENSG00000136143,-,258153,258163,Genomic
SUCLA2,ENSG00000136143,-,258362,258372,Genomic
SUCLA2,ENSG00000136143,-,262925,262935,Genomic
SUCLA2,ENSG00000136143,-,278069,278079,Genomic
SUCLA2,ENSG00000136143,-,279183,279193,Genomic
SUCLA2,ENSG00000136143,-,284015,284025,Genomic
PYROXD2,ENSG00000119943,+,11371,11381,Genomic
PYROXD2,ENSG00000119943,+,18748,18758,Genomic
PYROXD2,ENSG00000119943,-,25450,25460,Genomic
CCDC173,ENSG00000154479,+,9655,9665,Genomic
CCDC173,ENSG00000154479,+,19965,19975,Genomic
CCDC173,ENSG00000154479,+,23881,23891,Genomic
CCDC173,ENSG00000154479,+,24492,24502,Genomic
CCDC173,ENSG00000154479,+,32557,32567,Genomic
CCDC173,ENSG00000154479,+,33573,33583,Genomic
CCDC173,ENSG00000154479,+,34450,34460,Genomic
CCDC173,ENSG00000154479,+,44435,44445,Genomic
CCDC173,ENSG00000154479,+,44511,44521,Genomic
CCDC173,ENSG00000154479,-,11856,11866,Genomic
CCDC173,ENSG00000154479,-,15987,15997,Genomic
CCDC173,ENSG00000154479,-,17166,17176,Genomic
CCDC173,ENSG00000154479,-,37481,37491,Genomic
CCDC173,ENSG00000154479,-,44888,44898,Genomic
CCDC173,ENSG00000154479,+,472,482,Transcript
CCDC173,ENSG00000154479,+,828,838,Transcript
CCDC173,ENSG00000154479,+,1088,1098,Transcript
CCDC173,ENSG00000154479,+,1164,1174,Transcript
MEI1,ENSG00000167077,+,2900,2910,Genomic
MEI1,ENSG00000167077,+,7848,7858,Genomic
MEI1,ENSG00000167077,+,14868,14878,Genomic
MEI1,ENSG00000167077,+,69084,69094,Genomic
MEI1,ENSG00000167077,+,77372,77382,Genomic
MEI1,ENSG00000167077,-,7005,7015,Genomic
MEI1,ENSG00000167077,-,18594,18604,Genomic
MEI1,ENSG00000167077,-,23995,24005,Genomic
MEI1,ENSG00000167077,-,37211,37221,Genomic
MEI1,ENSG00000167077,-,37242,37252,Genomic
MEI1,ENSG00000167077,-,38047,38057,Genomic
MEI1,ENSG00000167077,-,50636,50646,Genomic
MEI1,ENSG00000167077,-,55414,55424,Genomic
MEI1,ENSG00000167077,-,63223,63233,Genomic
MEI1,ENSG00000167077,-,63686,63696,Genomic
MEI1,ENSG00000167077,-,65457,65467,Genomic
MEI1,ENSG00000167077,-,76344,76354,Genomic
MEI1,ENSG00000167077,-,87575,87585,Genomic
RBMX2,ENSG00000134597,+,11642,11652,Genomic
RBMX2,ENSG00000134597,-,6478,6488,Genomic
RBMX2,ENSG00000134597,-,7952,7962,Genomic
RBMX2,ENSG00000134597,-,11825,11835,Genomic
RBMX2,ENSG00000134597,+,1295,1305,Transcript
RBMX2,ENSG00000134597,-,1478,1488,Transcript
TYK2,ENSG00000105397,-,26042,26052,Genomic
TYK2,ENSG00000105397,-,29605,29615,Genomic
SLC5A1,ENSG00000100170,+,3183,3193,Genomic
SLC5A1,ENSG00000100170,+,33874,33884,Genomic
SLC5A1,ENSG00000100170,-,6645,6655,Genomic
SLC5A1,ENSG00000100170,-,15028,15038,Genomic
SLC5A1,ENSG00000100170,-,30230,30240,Genomic
SLC5A1,ENSG00000100170,-,34579,34589,Genomic
SLC5A1,ENSG00000100170,-,52068,52078,Genomic
SLC5A1,ENSG00000100170,-,57637,57647,Genomic
SLC5A1,ENSG00000100170,-,58009,58019,Genomic
SLC5A1,ENSG00000100170,+,1785,1795,Transcript
DPY19L4,ENSG00000156162,+,4291,4301,Genomic
DPY19L4,ENSG00000156162,+,50489,50499,Genomic
DPY19L4,ENSG00000156162,+,64352,64362,Genomic
DPY19L4,ENSG00000156162,+,72685,72695,Genomic
DPY19L4,ENSG00000156162,-,8755,8765,Genomic
DPY19L4,ENSG00000156162,-,13595,13605,Genomic
DPY19L4,ENSG00000156162,-,19150,19160,Genomic
DPY19L4,ENSG00000156162,-,21600,21610,Genomic
DPY19L4,ENSG00000156162,-,26175,26185,Genomic
DPY19L4,ENSG00000156162,-,27685,27695,Genomic
DPY19L4,ENSG00000156162,-,35586,35596,Genomic
DPY19L4,ENSG00000156162,-,42225,42235,Genomic
DPY19L4,ENSG00000156162,-,55679,55689,Genomic
DPY19L4,ENSG00000156162,-,59455,59465,Genomic
DPY19L4,ENSG00000156162,-,68009,68019,Genomic
DPY19L4,ENSG00000156162,+,4248,4258,Transcript
APOOL,ENSG00000155008,+,4581,4591,Genomic
APOOL,ENSG00000155008,+,18395,18405,Genomic
APOOL,ENSG00000155008,+,18667,18677,Genomic
APOOL,ENSG00000155008,+,20039,20049,Genomic
APOOL,ENSG00000155008,+,20163,20173,Genomic
APOOL,ENSG00000155008,+,38747,38757,Genomic
APOOL,ENSG00000155008,+,68797,68807,Genomic
APOOL,ENSG00000155008,+,69441,69451,Genomic
APOOL,ENSG00000155008,-,7698,7708,Genomic
APOOL,ENSG00000155008,-,9632,9642,Genomic
APOOL,ENSG00000155008,-,9659,9669,Genomic
APOOL,ENSG00000155008,-,15368,15378,Genomic
APOOL,ENSG00000155008,-,27826,27836,Genomic
APOOL,ENSG00000155008,-,47442,47452,Genomic
APOOL,ENSG00000155008,-,71140,71150,Genomic
APOOL,ENSG00000155008,-,86686,86696,Genomic
APOOL,ENSG00000155008,-,3227,3237,Transcript
UNC13A,ENSG00000130477,+,8019,8029,Genomic
UNC13A,ENSG00000130477,+,11158,11168,Genomic
UNC13A,ENSG00000130477,+,22654,22664,Genomic
UNC13A,ENSG00000130477,+,22729,22739,Genomic
UNC13A,ENSG00000130477,+,44347,44357,Genomic
UNC13A,ENSG00000130477,+,63340,63350,Genomic
UNC13A,ENSG00000130477,+,73672,73682,Genomic
UNC13A,ENSG00000130477,+,77209,77219,Genomic
UNC13A,ENSG00000130477,-,25918,25928,Genomic
UNC13A,ENSG00000130477,-,63475,63485,Genomic
UNC13A,ENSG00000130477,-,77313,77323,Genomic
SLC20A2,ENSG00000168575,+,54565,54575,Genomic
SLC20A2,ENSG00000168575,+,64214,64224,Genomic
SLC20A2,ENSG00000168575,+,102084,102094,Genomic
SLC20A2,ENSG00000168575,+,104218,104228,Genomic
SLC20A2,ENSG00000168575,+,122080,122090,Genomic
SLC20A2,ENSG00000168575,-,9904,9914,Genomic
SLC20A2,ENSG00000168575,-,29686,29696,Genomic
SLC20A2,ENSG00000168575,-,60380,60390,Genomic
SLC20A2,ENSG00000168575,-,68031,68041,Genomic
SLC20A2,ENSG00000168575,-,82144,82154,Genomic
SLC20A2,ENSG00000168575,-,95538,95548,Genomic
SLC20A2,ENSG00000168575,-,96683,96693,Genomic
SLC20A2,ENSG00000168575,-,106462,106472,Genomic
SLC20A2,ENSG00000168575,-,112971,112981,Genomic
PIBF1,ENSG00000083535,+,10755,10765,Genomic
PIBF1,ENSG00000083535,+,13751,13761,Genomic
PIBF1,ENSG00000083535,+,33466,33476,Genomic
PIBF1,ENSG00000083535,+,59212,59222,Genomic
PIBF1,ENSG00000083535,+,60703,60713,Genomic
PIBF1,ENSG00000083535,+,61631,61641,Genomic
PIBF1,ENSG00000083535,+,62465,62475,Genomic
PIBF1,ENSG00000083535,+,88831,88841,Genomic
PIBF1,ENSG00000083535,+,91475,91485,Genomic
PIBF1,ENSG00000083535,+,113725,113735,Genomic
PIBF1,ENSG00000083535,+,114034,114044,Genomic
PIBF1,ENSG00000083535,+,122616,122626,Genomic
PIBF1,ENSG00000083535,+,124948,124958,Genomic
PIBF1,ENSG00000083535,+,130384,130394,Genomic
PIBF1,ENSG00000083535,+,160275,160285,Genomic
PIBF1,ENSG00000083535,+,166602,166612,Genomic
PIBF1,ENSG00000083535,+,168268,168278,Genomic
PIBF1,ENSG00000083535,+,181132,181142,Genomic
PIBF1,ENSG00000083535,+,181997,182007,Genomic
PIBF1,ENSG00000083535,+,191146,191156,Genomic
PIBF1,ENSG00000083535,+,191663,191673,Genomic
PIBF1,ENSG00000083535,+,193411,193421,Genomic
PIBF1,ENSG00000083535,+,194653,194663,Genomic
PIBF1,ENSG00000083535,+,195239,195249,Genomic
PIBF1,ENSG00000083535,+,199186,199196,Genomic
PIBF1,ENSG00000083535,+,201941,201951,Genomic
PIBF1,ENSG00000083535,+,203919,203929,Genomic
PIBF1,ENSG00000083535,+,207413,207423,Genomic
PIBF1,ENSG00000083535,+,207584,207594,Genomic
PIBF1,ENSG00000083535,+,214024,214034,Genomic
PIBF1,ENSG00000083535,+,217643,217653,Genomic
PIBF1,ENSG00000083535,+,232121,232131,Genomic
PIBF1,ENSG00000083535,-,3620,3630,Genomic
PIBF1,ENSG00000083535,-,17565,17575,Genomic
PIBF1,ENSG00000083535,-,48637,48647,Genomic
PIBF1,ENSG00000083535,-,68624,68634,Genomic
PIBF1,ENSG00000083535,-,72679,72689,Genomic
PIBF1,ENSG00000083535,-,132915,132925,Genomic
PIBF1,ENSG00000083535,-,137395,137405,Genomic
PIBF1,ENSG00000083535,-,144214,144224,Genomic
PIBF1,ENSG00000083535,-,160179,160189,Genomic
PIBF1,ENSG00000083535,-,173557,173567,Genomic
PIBF1,ENSG00000083535,-,193158,193168,Genomic
PIBF1,ENSG00000083535,-,212880,212890,Genomic
PIBF1,ENSG00000083535,-,230122,230132,Genomic
PIBF1,ENSG00000083535,-,234213,234223,Genomic
PIBF1,ENSG00000083535,+,642,652,Transcript
PIBF1,ENSG00000083535,+,1899,1909,Transcript
ARG2,ENSG00000081181,+,9332,9342,Genomic
ARG2,ENSG00000081181,+,17537,17547,Genomic
ARG2,ENSG00000081181,+,24915,24925,Genomic
ARG2,ENSG00000081181,-,8768,8778,Genomic
ARG2,ENSG00000081181,-,22569,22579,Genomic
ARG2,ENSG00000081181,-,29360,29370,Genomic
ARG2,ENSG00000081181,-,31005,31015,Genomic
EIF2B5,ENSG00000145191,+,8270,8280,Genomic
EIF2B5,ENSG00000145191,-,8209,8219,Genomic
EIF2B5,ENSG00000145191,+,1603,1613,Transcript
P2RY10,ENSG00000078589,+,11108,11118,Genomic
P2RY10,ENSG00000078589,+,13412,13422,Genomic
P2RY10,ENSG00000078589,+,18117,18127,Genomic
P2RY10,ENSG00000078589,-,3636,3646,Genomic
P2RY10,ENSG00000078589,-,4405,4415,Genomic
P2RY10,ENSG00000078589,-,9482,9492,Genomic
P2RY10,ENSG00000078589,+,2738,2748,Transcript
METTL21A,ENSG00000144401,+,17360,17370,Genomic
METTL21A,ENSG00000144401,+,20418,20428,Genomic
METTL21A,ENSG00000144401,+,30992,31002,Genomic
METTL21A,ENSG00000144401,+,35846,35856,Genomic
METTL21A,ENSG00000144401,-,5621,5631,Genomic
METTL21A,ENSG00000144401,-,16665,16675,Genomic
METTL21A,ENSG00000144401,-,39011,39021,Genomic
PNISR,ENSG00000132424,+,801,811,Genomic
PNISR,ENSG00000132424,+,6292,6302,Genomic
PNISR,ENSG00000132424,+,11518,11528,Genomic
PNISR,ENSG00000132424,+,14297,14307,Genomic
PNISR,ENSG00000132424,+,24374,24384,Genomic
PNISR,ENSG00000132424,+,24680,24690,Genomic
PNISR,ENSG00000132424,+,24904,24914,Genomic
PNISR,ENSG00000132424,+,25019,25029,Genomic
PNISR,ENSG00000132424,-,8634,8644,Genomic
PNISR,ENSG00000132424,-,19554,19564,Genomic
PNISR,ENSG00000132424,-,24189,24199,Genomic
PNISR,ENSG00000132424,+,1705,1715,Transcript
PNISR,ENSG00000132424,+,2011,2021,Transcript
PNISR,ENSG00000132424,+,2235,2245,Transcript
PNISR,ENSG00000132424,+,2350,2360,Transcript
ANKRD54,ENSG00000100124,+,4944,4954,Genomic
ANKRD54,ENSG00000100124,-,4748,4758,Genomic
ANKRD54,ENSG00000100124,-,14392,14402,Genomic
FAM213A,ENSG00000122378,-,10947,10957,Genomic
TUBGCP3,ENSG00000126216,+,12447,12457,Genomic
TUBGCP3,ENSG00000126216,+,46517,46527,Genomic
TUBGCP3,ENSG00000126216,+,50859,50869,Genomic
TUBGCP3,ENSG00000126216,+,52434,52444,Genomic
TUBGCP3,ENSG00000126216,+,52966,52976,Genomic
TUBGCP3,ENSG00000126216,+,54876,54886,Genomic
TUBGCP3,ENSG00000126216,+,89636,89646,Genomic
TUBGCP3,ENSG00000126216,-,14144,14154,Genomic
TUBGCP3,ENSG00000126216,-,22157,22167,Genomic
TUBGCP3,ENSG00000126216,-,23161,23171,Genomic
TUBGCP3,ENSG00000126216,-,33960,33970,Genomic
TUBGCP3,ENSG00000126216,-,84920,84930,Genomic
TUBGCP3,ENSG00000126216,-,97368,97378,Genomic
TUBGCP3,ENSG00000126216,-,101499,101509,Genomic
TUBGCP3,ENSG00000126216,+,2596,2606,Transcript
RWDD1,ENSG00000111832,+,9268,9278,Genomic
RWDD1,ENSG00000111832,-,1500,1510,Genomic
RWDD1,ENSG00000111832,-,11894,11904,Genomic
RWDD1,ENSG00000111832,-,21034,21044,Genomic
PDSS1,ENSG00000148459,+,12493,12503,Genomic
PDSS1,ENSG00000148459,+,19693,19703,Genomic
PDSS1,ENSG00000148459,+,30540,30550,Genomic
PDSS1,ENSG00000148459,+,46803,46813,Genomic
PDSS1,ENSG00000148459,-,14785,14795,Genomic
PDSS1,ENSG00000148459,-,19967,19977,Genomic
PDSS1,ENSG00000148459,-,38027,38037,Genomic
PDSS1,ENSG00000148459,+,403,413,Transcript
FRMD3,ENSG00000172159,+,71115,71125,Genomic
FRMD3,ENSG00000172159,+,131106,131116,Genomic
FRMD3,ENSG00000172159,+,134147,134157,Genomic
FRMD3,ENSG00000172159,+,151843,151853,Genomic
FRMD3,ENSG00000172159,+,167977,167987,Genomic
FRMD3,ENSG00000172159,+,182848,182858,Genomic
FRMD3,ENSG00000172159,+,183484,183494,Genomic
FRMD3,ENSG00000172159,+,205448,205458,Genomic
FRMD3,ENSG00000172159,+,217658,217668,Genomic
FRMD3,ENSG00000172159,+,220681,220691,Genomic
FRMD3,ENSG00000172159,+,259898,259908,Genomic
FRMD3,ENSG00000172159,+,292099,292109,Genomic
FRMD3,ENSG00000172159,+,293194,293204,Genomic
FRMD3,ENSG00000172159,+,294682,294692,Genomic
FRMD3,ENSG00000172159,-,9027,9037,Genomic
FRMD3,ENSG00000172159,-,31855,31865,Genomic
FRMD3,ENSG00000172159,-,37176,37186,Genomic
FRMD3,ENSG00000172159,-,46067,46077,Genomic
FRMD3,ENSG00000172159,-,59205,59215,Genomic
FRMD3,ENSG00000172159,-,59298,59308,Genomic
FRMD3,ENSG00000172159,-,59312,59322,Genomic
FRMD3,ENSG00000172159,-,63286,63296,Genomic
FRMD3,ENSG00000172159,-,63584,63594,Genomic
FRMD3,ENSG00000172159,-,65420,65430,Genomic
FRMD3,ENSG00000172159,-,65452,65462,Genomic
FRMD3,ENSG00000172159,-,65486,65496,Genomic
FRMD3,ENSG00000172159,-,65520,65530,Genomic
FRMD3,ENSG00000172159,-,67773,67783,Genomic
FRMD3,ENSG00000172159,-,70832,70842,Genomic
FRMD3,ENSG00000172159,-,92690,92700,Genomic
FRMD3,ENSG00000172159,-,97102,97112,Genomic
FRMD3,ENSG00000172159,-,120727,120737,Genomic
FRMD3,ENSG00000172159,-,125995,126005,Genomic
FRMD3,ENSG00000172159,-,135684,135694,Genomic
FRMD3,ENSG00000172159,-,138075,138085,Genomic
FRMD3,ENSG00000172159,-,163428,163438,Genomic
FRMD3,ENSG00000172159,-,172880,172890,Genomic
FRMD3,ENSG00000172159,-,182869,182879,Genomic
FRMD3,ENSG00000172159,-,188371,188381,Genomic
FRMD3,ENSG00000172159,-,188384,188394,Genomic
FRMD3,ENSG00000172159,-,193076,193086,Genomic
FRMD3,ENSG00000172159,-,214816,214826,Genomic
FRMD3,ENSG00000172159,-,243912,243922,Genomic
FRMD3,ENSG00000172159,-,255998,256008,Genomic
FRMD3,ENSG00000172159,-,272532,272542,Genomic
FRMD3,ENSG00000172159,-,275358,275368,Genomic
FRMD3,ENSG00000172159,-,278879,278889,Genomic
FRMD3,ENSG00000172159,-,281769,281779,Genomic
FRMD3,ENSG00000172159,-,290455,290465,Genomic
FRMD3,ENSG00000172159,+,2934,2944,Transcript
FRMD3,ENSG00000172159,+,4029,4039,Transcript
DGKK,ENSG00000274588,+,5315,5325,Genomic
DGKK,ENSG00000274588,+,7964,7974,Genomic
DGKK,ENSG00000274588,+,7998,8008,Genomic
DGKK,ENSG00000274588,+,8521,8531,Genomic
DGKK,ENSG00000274588,+,13270,13280,Genomic
DGKK,ENSG00000274588,+,53716,53726,Genomic
DGKK,ENSG00000274588,+,53867,53877,Genomic
DGKK,ENSG00000274588,+,55615,55625,Genomic
DGKK,ENSG00000274588,+,82490,82500,Genomic
DGKK,ENSG00000274588,+,91010,91020,Genomic
DGKK,ENSG00000274588,+,95357,95367,Genomic
DGKK,ENSG00000274588,-,17307,17317,Genomic
DGKK,ENSG00000274588,-,23211,23221,Genomic
DGKK,ENSG00000274588,-,47763,47773,Genomic
DGKK,ENSG00000274588,-,57446,57456,Genomic
DGKK,ENSG00000274588,-,59137,59147,Genomic
DGKK,ENSG00000274588,-,61065,61075,Genomic
DGKK,ENSG00000274588,-,89518,89528,Genomic
WBP11,ENSG00000084463,+,135,145,Genomic
WBP11,ENSG00000084463,-,15043,15053,Genomic
DNASE1L3,ENSG00000163687,+,19936,19946,Genomic
DNASE1L3,ENSG00000163687,+,21411,21421,Genomic
DNASE1L3,ENSG00000163687,-,1336,1346,Genomic
DNASE1L3,ENSG00000163687,-,4900,4910,Genomic
DNASE1L3,ENSG00000163687,-,4946,4956,Genomic
DNASE1L3,ENSG00000163687,-,17221,17231,Genomic
DNASE1L3,ENSG00000163687,-,614,624,Transcript
PLPP4,ENSG00000203805,+,10321,10331,Genomic
PLPP4,ENSG00000203805,+,79453,79463,Genomic
PLPP4,ENSG00000203805,+,80637,80647,Genomic
PLPP4,ENSG00000203805,+,81606,81616,Genomic
PLPP4,ENSG00000203805,+,98474,98484,Genomic
PLPP4,ENSG00000203805,+,130839,130849,Genomic
PLPP4,ENSG00000203805,-,3228,3238,Genomic
PLPP4,ENSG00000203805,-,5045,5055,Genomic
PLPP4,ENSG00000203805,-,5115,5125,Genomic
PLPP4,ENSG00000203805,-,13743,13753,Genomic
PLPP4,ENSG00000203805,-,20580,20590,Genomic
PLPP4,ENSG00000203805,-,21713,21723,Genomic
PLPP4,ENSG00000203805,-,23243,23253,Genomic
PLPP4,ENSG00000203805,-,34740,34750,Genomic
PLPP4,ENSG00000203805,-,38039,38049,Genomic
PLPP4,ENSG00000203805,-,40520,40530,Genomic
PLPP4,ENSG00000203805,-,60226,60236,Genomic
PLPP4,ENSG00000203805,-,91609,91619,Genomic
PLPP4,ENSG00000203805,-,97370,97380,Genomic
PLPP4,ENSG00000203805,-,107279,107289,Genomic
PLPP4,ENSG00000203805,-,112827,112837,Genomic
PLPP4,ENSG00000203805,-,129391,129401,Genomic
PLPP4,ENSG00000203805,-,135265,135275,Genomic
PLPP4,ENSG00000203805,-,3384,3394,Transcript
ETV3,ENSG00000117036,+,2618,2628,Genomic
ETV3,ENSG00000117036,+,16985,16995,Genomic
ETV3,ENSG00000117036,-,15029,15039,Genomic
ETV3,ENSG00000117036,+,89,99,Transcript
ETV3,ENSG00000117036,+,4483,4493,Transcript
ETV3,ENSG00000117036,-,2527,2537,Transcript
ALG5,ENSG00000120697,+,5883,5893,Genomic
ALG5,ENSG00000120697,+,6998,7008,Genomic
ALG5,ENSG00000120697,+,12883,12893,Genomic
ALG5,ENSG00000120697,+,25750,25760,Genomic
ALG5,ENSG00000120697,+,31126,31136,Genomic
ALG5,ENSG00000120697,+,35174,35184,Genomic
ALG5,ENSG00000120697,+,39099,39109,Genomic
ALG5,ENSG00000120697,-,6491,6501,Genomic
ALG5,ENSG00000120697,-,9958,9968,Genomic
ALG5,ENSG00000120697,-,20652,20662,Genomic
ALG5,ENSG00000120697,-,32469,32479,Genomic
ALG5,ENSG00000120697,-,33427,33437,Genomic
ALG5,ENSG00000120697,-,37230,37240,Genomic
ALG5,ENSG00000120697,-,43236,43246,Genomic
TMED4,ENSG00000158604,-,2825,2835,Genomic
CDH12,ENSG00000154162,+,20865,20875,Genomic
CDH12,ENSG00000154162,+,23201,23211,Genomic
CDH12,ENSG00000154162,+,24172,24182,Genomic
CDH12,ENSG00000154162,+,46516,46526,Genomic
CDH12,ENSG00000154162,+,51921,51931,Genomic
CDH12,ENSG00000154162,+,52250,52260,Genomic
CDH12,ENSG00000154162,+,57652,57662,Genomic
CDH12,ENSG00000154162,+,60878,60888,Genomic
CDH12,ENSG00000154162,+,72508,72518,Genomic
CDH12,ENSG00000154162,+,78229,78239,Genomic
CDH12,ENSG00000154162,+,113730,113740,Genomic
CDH12,ENSG00000154162,+,127579,127589,Genomic
CDH12,ENSG00000154162,+,146977,146987,Genomic
CDH12,ENSG00000154162,+,148410,148420,Genomic
CDH12,ENSG00000154162,+,153569,153579,Genomic
CDH12,ENSG00000154162,+,159105,159115,Genomic
CDH12,ENSG00000154162,+,159246,159256,Genomic
CDH12,ENSG00000154162,+,162281,162291,Genomic
CDH12,ENSG00000154162,+,168238,168248,Genomic
CDH12,ENSG00000154162,+,179455,179465,Genomic
CDH12,ENSG00000154162,+,184016,184026,Genomic
CDH12,ENSG00000154162,+,199586,199596,Genomic
CDH12,ENSG00000154162,+,213450,213460,Genomic
CDH12,ENSG00000154162,+,215930,215940,Genomic
CDH12,ENSG00000154162,+,236193,236203,Genomic
CDH12,ENSG00000154162,+,238108,238118,Genomic
CDH12,ENSG00000154162,+,243828,243838,Genomic
CDH12,ENSG00000154162,+,254277,254287,Genomic
CDH12,ENSG00000154162,+,255686,255696,Genomic
CDH12,ENSG00000154162,+,261316,261326,Genomic
CDH12,ENSG00000154162,+,262779,262789,Genomic
CDH12,ENSG00000154162,+,266578,266588,Genomic
CDH12,ENSG00000154162,+,306286,306296,Genomic
CDH12,ENSG00000154162,+,320734,320744,Genomic
CDH12,ENSG00000154162,+,330002,330012,Genomic
CDH12,ENSG00000154162,+,350681,350691,Genomic
CDH12,ENSG00000154162,+,351947,351957,Genomic
CDH12,ENSG00000154162,+,354943,354953,Genomic
CDH12,ENSG00000154162,+,361183,361193,Genomic
CDH12,ENSG00000154162,+,362581,362591,Genomic
CDH12,ENSG00000154162,+,378287,378297,Genomic
CDH12,ENSG00000154162,+,397847,397857,Genomic
CDH12,ENSG00000154162,+,420673,420683,Genomic
CDH12,ENSG00000154162,+,426929,426939,Genomic
CDH12,ENSG00000154162,+,433214,433224,Genomic
CDH12,ENSG00000154162,+,436404,436414,Genomic
CDH12,ENSG00000154162,+,440820,440830,Genomic
CDH12,ENSG00000154162,+,444275,444285,Genomic
CDH12,ENSG00000154162,+,464313,464323,Genomic
CDH12,ENSG00000154162,+,472528,472538,Genomic
CDH12,ENSG00000154162,+,504440,504450,Genomic
CDH12,ENSG00000154162,+,511036,511046,Genomic
CDH12,ENSG00000154162,+,511177,511187,Genomic
CDH12,ENSG00000154162,+,511200,511210,Genomic
CDH12,ENSG00000154162,+,511210,511220,Genomic
CDH12,ENSG00000154162,+,526861,526871,Genomic
CDH12,ENSG00000154162,+,565931,565941,Genomic
CDH12,ENSG00000154162,+,588196,588206,Genomic
CDH12,ENSG00000154162,+,625332,625342,Genomic
CDH12,ENSG00000154162,+,657933,657943,Genomic
CDH12,ENSG00000154162,+,658095,658105,Genomic
CDH12,ENSG00000154162,+,659540,659550,Genomic
CDH12,ENSG00000154162,+,669507,669517,Genomic
CDH12,ENSG00000154162,+,672075,672085,Genomic
CDH12,ENSG00000154162,+,675012,675022,Genomic
CDH12,ENSG00000154162,+,679769,679779,Genomic
CDH12,ENSG00000154162,+,684883,684893,Genomic
CDH12,ENSG00000154162,+,703648,703658,Genomic
CDH12,ENSG00000154162,+,716343,716353,Genomic
CDH12,ENSG00000154162,+,716722,716732,Genomic
CDH12,ENSG00000154162,+,727888,727898,Genomic
CDH12,ENSG00000154162,+,728468,728478,Genomic
CDH12,ENSG00000154162,+,741537,741547,Genomic
CDH12,ENSG00000154162,+,741559,741569,Genomic
CDH12,ENSG00000154162,+,758515,758525,Genomic
CDH12,ENSG00000154162,+,771667,771677,Genomic
CDH12,ENSG00000154162,+,773053,773063,Genomic
CDH12,ENSG00000154162,+,777956,777966,Genomic
CDH12,ENSG00000154162,+,795229,795239,Genomic
CDH12,ENSG00000154162,+,796763,796773,Genomic
CDH12,ENSG00000154162,+,798346,798356,Genomic
CDH12,ENSG00000154162,+,804079,804089,Genomic
CDH12,ENSG00000154162,+,804261,804271,Genomic
CDH12,ENSG00000154162,+,806079,806089,Genomic
CDH12,ENSG00000154162,+,836881,836891,Genomic
CDH12,ENSG00000154162,+,852867,852877,Genomic
CDH12,ENSG00000154162,+,853820,853830,Genomic
CDH12,ENSG00000154162,+,872792,872802,Genomic
