Species,Gene_Name,ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,APOL3,ENSG00000128284,IRF3,-,17112,17122,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF3,-,17582,17592,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,+,12216,12226,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,+,31060,31070,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,3135,3145,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,6873,6883,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,8363,8373,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,11062,11072,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,17112,17122,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,17582,17592,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,+,12216,12226,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,+,31060,31070,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,-,3135,3145,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,-,6873,6883,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,-,8363,8373,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,-,11062,11072,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,-,17112,17122,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF9,-,17582,17592,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,5085,5095,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,9786,9796,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,11225,11235,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,22017,22027,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,25163,25173,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,30785,30795,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,35407,35417,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,-,2667,2677,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,-,4939,4949,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,-,5257,5267,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,-,17607,17617,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,5085,5095,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,9786,9796,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,11225,11235,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,22017,22027,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,25163,25173,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,30785,30795,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,35407,35417,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,-,2667,2677,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,-,4939,4949,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,-,5257,5267,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,-,17607,17617,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,5085,5095,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,9786,9796,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,11225,11235,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,22017,22027,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,25163,25173,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,30785,30795,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,+,35407,35417,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,-,2667,2677,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,-,4939,4949,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,-,5257,5267,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF9,-,17607,17617,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF3,+,2870,2880,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF3,+,3765,3775,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF7,+,2870,2880,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF7,+,3765,3775,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF9,+,2870,2880,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF9,+,3765,3775,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,281,291,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,2879,2889,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,27325,27335,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,29509,29519,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,62070,62080,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,69762,69772,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,78415,78425,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,8696,8706,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,9352,9362,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,9540,9550,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,10120,10130,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,10658,10668,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,16622,16632,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,18798,18808,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,21589,21599,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,34264,34274,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,37696,37706,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,46692,46702,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,75892,75902,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,+,6551,6561,Transcript
Homo sapiens,SLFN12L,ENSG00000205045,IRF3,-,12681,12691,Transcript
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,281,291,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,2879,2889,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,27325,27335,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,29509,29519,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,62070,62080,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,69762,69772,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,78415,78425,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,8696,8706,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,9352,9362,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,9540,9550,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,10120,10130,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,10658,10668,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,16622,16632,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,18798,18808,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,21589,21599,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,34264,34274,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,37696,37706,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,46692,46702,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,75892,75902,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,6551,6561,Transcript
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,12681,12691,Transcript
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,281,291,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,2879,2889,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,27325,27335,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,29509,29519,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,62070,62080,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,69762,69772,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,78415,78425,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,8696,8706,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,9352,9362,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,9540,9550,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,10120,10130,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,10658,10668,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,16622,16632,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,18798,18808,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,21589,21599,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,34264,34274,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,37696,37706,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,46692,46702,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,75892,75902,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,+,6551,6561,Transcript
Homo sapiens,SLFN12L,ENSG00000205045,IRF9,-,12681,12691,Transcript
Homo sapiens,LGALS9,ENSG00000168961,IRF3,-,4381,4391,Genomic
Homo sapiens,LGALS9,ENSG00000168961,IRF3,-,7390,7400,Genomic
Homo sapiens,LGALS9,ENSG00000168961,IRF7,-,4381,4391,Genomic
Homo sapiens,LGALS9,ENSG00000168961,IRF7,-,7390,7400,Genomic
Homo sapiens,LGALS9,ENSG00000168961,IRF9,-,4381,4391,Genomic
Homo sapiens,LGALS9,ENSG00000168961,IRF9,-,7390,7400,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,+,2235,2245,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,-,2978,2988,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,-,8435,8445,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,-,8467,8477,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,-,12765,12775,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,+,2235,2245,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,-,2978,2988,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,-,8435,8445,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,-,8467,8477,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,-,12765,12775,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF9,+,2235,2245,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF9,-,2978,2988,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF9,-,8435,8445,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF9,-,8467,8477,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF9,-,12765,12775,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,13608,13618,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,30511,30521,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,31745,31755,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,33866,33876,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,41417,41427,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,42513,42523,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,50518,50528,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,+,54497,54507,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,-,1253,1263,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,-,2974,2984,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF3,-,20149,20159,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,13608,13618,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,30511,30521,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,31745,31755,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,33866,33876,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,41417,41427,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,42513,42523,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,50518,50528,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,54497,54507,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,-,1253,1263,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,-,2974,2984,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,-,20149,20159,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,13608,13618,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,30511,30521,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,31745,31755,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,33866,33876,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,41417,41427,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,42513,42523,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,50518,50528,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,+,54497,54507,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,-,1253,1263,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,-,2974,2984,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF9,-,20149,20159,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,+,27646,27656,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,+,40231,40241,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,2990,3000,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,8599,8609,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,11927,11937,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,12836,12846,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,36071,36081,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,41450,41460,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,42768,42778,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,2268,2278,Transcript
Homo sapiens,PARP12,ENSG00000059378,IRF7,+,27646,27656,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,+,40231,40241,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,2990,3000,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,8599,8609,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,11927,11937,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,12836,12846,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,36071,36081,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,41450,41460,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,42768,42778,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,2268,2278,Transcript
Homo sapiens,PARP12,ENSG00000059378,IRF9,+,27646,27656,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,+,40231,40241,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,2990,3000,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,8599,8609,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,11927,11937,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,12836,12846,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,36071,36081,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,41450,41460,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,42768,42778,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF9,-,2268,2278,Transcript
Homo sapiens,WARS,ENSG00000140105,IRF3,+,4403,4413,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,+,26594,26604,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,+,44096,44106,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,4079,4089,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,12634,12644,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,21253,21263,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,21749,21759,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,23198,23208,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,25159,25169,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,27792,27802,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,37654,37664,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,-,38467,38477,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,+,4403,4413,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,+,26594,26604,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,+,44096,44106,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,4079,4089,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,12634,12644,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,21253,21263,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,21749,21759,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,23198,23208,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,25159,25169,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,27792,27802,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,37654,37664,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF7,-,38467,38477,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,+,4403,4413,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,+,26594,26604,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,+,44096,44106,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,4079,4089,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,12634,12644,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,21253,21263,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,21749,21759,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,23198,23208,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,25159,25169,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,27792,27802,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,37654,37664,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF9,-,38467,38477,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF3,+,3767,3777,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF3,-,18552,18562,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF3,-,28921,28931,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF7,+,3767,3777,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF7,-,18552,18562,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF7,-,28921,28931,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF9,+,3767,3777,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF9,-,18552,18562,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF9,-,28921,28931,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,615,625,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,17569,17579,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,21083,21093,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,30901,30911,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,50559,50569,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,59233,59243,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,8243,8253,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,10588,10598,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,17815,17825,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,27751,27761,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,34202,34212,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,34247,34257,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,56930,56940,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,59480,59490,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,-,65711,65721,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF3,+,1545,1555,Transcript
Homo sapiens,SP110,ENSG00000135899,IRF7,+,615,625,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,+,17569,17579,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,+,21083,21093,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,+,30901,30911,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,+,50559,50569,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,+,59233,59243,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,8243,8253,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,10588,10598,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,17815,17825,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,27751,27761,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,34202,34212,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,34247,34257,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,56930,56940,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,59480,59490,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,65711,65721,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,+,1545,1555,Transcript
Homo sapiens,SP110,ENSG00000135899,IRF9,+,615,625,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,+,17569,17579,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,+,21083,21093,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,+,30901,30911,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,+,50559,50569,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,+,59233,59243,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,8243,8253,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,10588,10598,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,17815,17825,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,27751,27761,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,34202,34212,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,34247,34257,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,56930,56940,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,59480,59490,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,-,65711,65721,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF9,+,1545,1555,Transcript
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,7277,7287,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,8036,8046,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,8088,8098,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,20240,20250,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,48206,48216,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,51337,51347,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,64491,64501,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,4008,4018,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,7811,7821,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,15594,15604,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,30499,30509,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,37662,37672,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,57201,57211,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,272,282,Transcript
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,+,4475,4485,Transcript
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,7277,7287,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,8036,8046,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,8088,8098,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,20240,20250,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,48206,48216,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,51337,51347,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,64491,64501,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,4008,4018,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,7811,7821,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,15594,15604,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,30499,30509,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,37662,37672,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,57201,57211,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,272,282,Transcript
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,+,4475,4485,Transcript
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,7277,7287,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,8036,8046,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,8088,8098,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,20240,20250,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,48206,48216,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,51337,51347,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,64491,64501,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,-,4008,4018,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,-,7811,7821,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,-,15594,15604,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,-,30499,30509,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,-,37662,37672,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,-,57201,57211,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,272,282,Transcript
Homo sapiens,SAMHD1,ENSG00000101347,IRF9,+,4475,4485,Transcript
Homo sapiens,CXCL16,ENSG00000161921,IRF3,-,3275,3285,Genomic
Homo sapiens,CXCL16,ENSG00000161921,IRF3,-,275,285,Transcript
